ASTAP/CCDCIEL DEEPSKY DATABASE (extract from HNSKY database), 30000 objects. Based on SAC81, Wolfgang Steinicke's REV NGC&IC, Leda, Sh2,vdB,HCG,LND,PK.DWB, Barnard's DN. GX>=1_arcmin. IAU named stars included. GC of M31, M33 added. Version 2024-05-17.
RA[0..864000], DEC[-324000..324000], name(s), length [0.1 min], width[0.1 min], orientation[degrees]
271019,-61117,Bochum4,230
234180,10320,Cr96,80
134741,115787,IC348/IC1985,100
729917,135515,IC4996,70
455680,-96272,M68/NGC4590,110
586225,-82708,M80/NGC6093,100
236784,30119,NGC2251,100
270967,-61883,NGC2409,25
285120,-87330,NGC2482,100
708780,144660,NGC6819,50
809784,-75011,NGC7293/PK_36-57.1/Helix_Nebula/PNG036.1-57.1,176
340470,-205044,IC2488,180
56030,218370,M103/NGC581,60
719763,81798,M27/NGC6853/Dumbbell_Nebula/PNG060.8-03.6,67
267100,-75678,NGC2384,50
268800,-42180,NGC2396,100
299120,-110304,NGC2567,110
31738,203850,NGC281/IC11,350,300
383260,-194814,NGC3330,60
435995,-220500,NGC4103,60
446460,-222733,NGC4349,40
495865,-184942,NGC5286,110
602486,-170891,NGC6200,150
635169,-86070,NGC6401,48
733920,146803,NGC6910,100
95993,-124017,PGC10074,127,103,48
387180,-215100,Cr234,40
193650,120278,IC410/Sh2-236,550,450
490202,-107522,M83/NGC5236,129,115,44
193656,120292,NGC1893,100
244601,-11332,NGC2286,150
300527,-130378,NGC2579,190
652406,-89989,NGC6544,92
680740,-71670,NGC6716,100
688690,15360,NGC6755,150
487320,-210540,Ru108,120
636960,-144420,Tr29/Cr343,90
243000,1080,Do25,240
634561,-11683,M14/NGC6402,110
174654,157234,NGC1664,180
285390,-100422,NGC2483,90
288017,-38771,NGC2506,120
292240,-107520,NGC2533,60
374520,-207948,NGC3247,50
411380,-155700,NGC3680,70
484360,-212550,NGC5138,80
567635,-136028,NGC5986,96
650050,-100408,NGC6520,50
662205,-109298,NGC6624,88
722351,158973,NGC6866,70
762720,164340,NGC7039,150
92010,207216,NGC957,100
724080,138060,Basel6,140
394200,-220020,Cr236,80
486360,-220560,Cr272,90
715860,66060,Harvard20,70
475753,65411,M53/NGC5024,130
681033,-109720,M54/NGC6715,120
194506,-88285,M79/NGC1904,96
184850,133284,NGC1778,80
187470,60060,NGC1817,200
236598,19162,NGC2252,180
256987,-47497,NGC2345,120
374861,-67111,NGC3242/PK_261+32.1/Ghost_Of_Jupiter/PNG261.0+32.0,11
398427,-220925,NGC3519,80
520672,-214676,NGC5606,30
795080,167340,NGC7209,150
799440,206184,NGC7234/NGC7235,60
398640,-220920,Ru93,40
487320,-226020,Tr21/Cr274,40
634140,-116880,Tr28/Cr337,80
301980,-130800,Cr185,90
324360,-176340,Cr205,20
595519,-46991,M107/NGC6171,130
673927,-116249,M70/NGC6681,80
623518,-66657,M9/NGC6333,120
267780,-171660,Mel66/Cr147,100
315300,-175650,NGC2670,70
627292,-174320,NGC6352,90
669906,-29475,NGC6664,120
715325,105869,NGC6834,60
738900,218382,NGC6939,100
549240,-212640,Pismis20,45
295380,-117240,Ru55,170
662760,-71040,Tr33/Cr378,70
732240,139320,Berk86,80
231300,71160,Bochum1,260
388380,-216360,Bochum11,220
570420,-207600,Cr292,160
482940,-224760,Loden807,200
505924,195658,M101/NGC5457,288,269,26
264060,-78774,NGC2367,50
271928,-55634,NGC2414,60
285759,-108231,NGC2489,50
09080,-141190,NGC55/PGC1014,312,59,108
543305,-200173,NGC5823,120
659177,-187972,NGC6584,66
62640,218412,NGC659,60
714600,83160,NGC6830,60
71130,199704,NGC744,50
834642,218048,NGC7510,70
522720,-220200,Tr22/Cr283,70
268380,-86400,Tr7/Cr146,50
634920,-135240,Cr338,250
534420,-188100,Hogg18,30
750600,159846,IC5070,600,500
455993,-41841,M104/NGC4594/Sombrero_Galaxy,86,42,89
675150,-33786,M26/NGC6694,80
208050,0288,M78/NGC2068/vdB59,80,60
385260,-234360,Mel101/Cr101,140
208272,1059,NGC2071/vdB60,70,50
266360,-47748,NGC2374,120
268328,48990,NGC2395,150
